product_name;brand;product_type;unit;unit_purchase;price_per_unit;total_price;currency;date;delivery;store_location;type_store;customer_name;cashier_name
Gypsum Board;Jayaboard;Ceiling;Sheet;29;60000;1740000;IDR;06/12/2023 17:34;Delivery;Bandung;Branch;Budi Malaka;Asep Aziz
Ceramic Tile;Roman;Tile;Box;4;75000;300000;IDR;27/06/2023 10:32;Delivery;Tasikmalaya;Head Office;Ananda Thalib;Al Harits
Concrete Roof Tile;Monier;Roof Covering;Piece;46;3500;161000;IDR;14/07/2023 11:09;Pickup;Bandung;Branch;Tono Wijaya;Harum Hafsa
Paint Brush;Eterna;Paint Accessory;Piece;15;15000;225000;IDR;14/11/2022 8:34;Delivery;Bandung;Branch;Melania Tanuwijaya;Asep Aziz
Measuring Tape;Stanley;Tool;Piece;42;30000;1260000;IDR;06/09/2023 17:55;Delivery;Medan;Branch;Tono Pahlevi;Ehsan Aziz
Shower;American Standard;Sanitary;Set;47;200000;9400000;IDR;31/10/2020 15:21;Pickup;Medan;Branch;Tono Jayawardana;Chairil Dhaifullah
Hand Saw;Tekiro;Tool;Piece;32;60000;1920000;IDR;26/11/2021 13:29;Delivery;Medan;Branch;Tono Ubaid;Kayla Kiki Lena
Squat Toilet;INA;Sanitary;Piece;17;300000;5100000;IDR;25/04/2024 10:40;Pickup;Surabaya;Branch;Nina Tanuwijaya;Burhan Bakhtiar
Lamp Bulb;Philips;Electrical;Piece;10;15000;150000;IDR;16/09/2023 15:41;Delivery;Tasikmalaya;Head Office;Nina Shihab;Ayu Putri Avicenna
Timber Roof Frame;Unbranded;Roof Frame;Meter;21;30000;630000;IDR;21/11/2024 11:48;Pickup;Jayapura;Branch;Ferry Kusuma;Marshanda Maharani
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;44;90000;3960000;IDR;02/08/2023 17:44;Delivery;Jayapura;Branch;Maya Syaiban;Latifa Laila
Electrical Cable;Supreme;Electrical;Meter;8;5000;40000;IDR;15/02/2020 13:06;Delivery;Medan;Branch;Kayla Syaiban;Kayla Kiki Lena
Door Frame (Wood);Unbranded;Door Frame;Piece;24;250000;6000000;IDR;27/08/2022 16:08;Pickup;Bandung;Branch;Maya Thalib;Asep Aziz
Timber Beam (Kaso);Unbranded;Wood;Piece;44;25000;1100000;IDR;26/10/2020 13:36;Delivery;Medan;Branch;Tono Syaiban;Kezia Karen
Paint Roller;Ace Oldfields;Paint Accessory;Piece;32;25000;800000;IDR;18/07/2024 11:51;Pickup;Bandung;Branch;Aleena Tanuwijaya;Hera Harsha
Formwork Board (Shuttering);Unbranded;Wood;Piece;2;30000;60000;IDR;01/07/2023 8:25;Delivery;Denpasar;Branch;Agung Thalib;Ilyas Jabar
Pliers;Tekiro;Tool;Piece;49;35000;1715000;IDR;23/10/2024 16:32;Delivery;Bandung;Branch;Aleena Malaka;Anwar Arif Akhtar
Measuring Tape;Stanley;Tool;Piece;23;30000;690000;IDR;23/07/2020 16:59;Delivery;Tasikmalaya;Head Office;Saiful Shihab;Atyla Azfa
Timber Roof Frame;Unbranded;Roof Frame;Meter;31;30000;930000;IDR;11/01/2024 17:06;Pickup;Jayapura;Branch;Erna Thalib;Marshanda Maharani
Hand Saw;Tekiro;Tool;Piece;49;60000;2940000;IDR;30/09/2022 11:41;Delivery;Tasikmalaya;Head Office;Kayla Ubaid;Atyla Azfa
Shower;American Standard;Sanitary;Set;18;200000;3600000;IDR;18/02/2021 8:50;Delivery;Tasikmalaya;Head Office;Agung Pahlevi;Atyla Azfa
Shovel;Camel;Tool;Piece;22;75000;1650000;IDR;29/07/2023 14:59;Pickup;Bandung;Branch;Ayu Ubaid;Hera Harsha
Skim Coat (Wall Putty);Drymix;Mortar;Sack;37;55000;2035000;IDR;21/12/2022 8:42;Delivery;Surabaya;Branch;Ayu Tanuwijaya;Isabell Inaya
Door Handle;Belleza;Lock Accessory;Piece;46;50000;2300000;IDR;16/07/2020 9:35;Pickup;Denpasar;Branch;Ayu Shihab;Ilyas Jabar
Gresik 40 kg;Gresik;Cement;Sack;31;57000;1767000;IDR;10/08/2020 8:10;Pickup;Jakarta;Branch;Melania Tanuwijaya;Erinna Elsa Elizha
Rebar 8mm;Master Steel;Steel;Meter;42;20000;840000;IDR;11/10/2021 10:34;Delivery;Denpasar;Branch;Azahra Jayawardana;Permata Qaila
Clay Roof Tile;Kanmuri;Roof Covering;Piece;13;2000;26000;IDR;25/09/2023 10:47;Pickup;Medan;Branch;Hendra Shihab;Kayla Kiki Lena
Tiga Roda 40 kg;Tiga Roda;Cement;Sack;7;64000;448000;IDR;06/04/2020 12:21;Pickup;Jayapura;Branch;Budi Jayawardana;Fauzi Ghaffar
Granite Tile;Indogress;Tile;Box;29;150000;4350000;IDR;11/04/2024 12:11;Delivery;Bandung;Branch;Syifa Shihab;Harum Hafsa
PVC Pipe;Wavin;Plumbing;Meter;11;15000;165000;IDR;04/03/2023 10:47;Pickup;Medan;Branch;Maya Tanuwijaya;Chairil Dhaifullah
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;32;76000;2432000;IDR;14/03/2023 13:49;Delivery;Jakarta;Branch;Agung Ubaid;Ahmad Adam
Door Hinge;Belleza;Lock Accessory;Pair;1;30000;30000;IDR;22/12/2023 10:03;Delivery;Jakarta;Branch;Budi Syaiban;Erinna Elsa Elizha
River Stone;Unbranded;Stone;Cubic Meter;5;330000;1650000;IDR;17/09/2022 13:12;Pickup;Tasikmalaya;Head Office;Wawan Ubaid;Atyla Azfa
Concrete Roof Tile;Monier;Roof Covering;Piece;8;3500;28000;IDR;10/07/2021 17:10;Delivery;Bandung;Branch;Nina Syaiban;Anwar Arif Akhtar
Hand Saw;Tekiro;Tool;Piece;47;60000;2820000;IDR;16/09/2020 15:58;Pickup;Bandung;Branch;Saiful Pahlevi;Harum Hafsa
Clay Roof Tile;Kanmuri;Roof Covering;Piece;23;2000;46000;IDR;21/11/2022 16:04;Delivery;Jakarta;Branch;Erna Ubaid;Fiona Gianna
Screwdriver Set;Tekiro;Tool;Set;50;40000;2000000;IDR;23/07/2021 17:18;Delivery;Surabaya;Branch;Nina Pahlevi;Isabell Inaya
Wall Paint;Dulux;Paint;Can;8;120000;960000;IDR;01/12/2021 16:39;Delivery;Bandung;Branch;Tono Jayawardana;Hera Harsha
Conduit Pipe;Clipsal;Electrical;Meter;30;7000;210000;IDR;05/03/2022 11:19;Pickup;Jayapura;Branch;Nina Thalib;Marshanda Maharani
Granite Tile;Indogress;Tile;Box;26;150000;3900000;IDR;03/10/2023 16:58;Delivery;Denpasar;Branch;Kayla Jayawardana;Ibrahim Iman
Floor Drain;Onda;Sanitary;Piece;20;50000;1000000;IDR;15/02/2021 9:24;Delivery;Medan;Branch;Kayla Pahlevi;Chairil Dhaifullah
Squat Toilet;INA;Sanitary;Piece;9;300000;2700000;IDR;02/12/2021 12:48;Pickup;Bandung;Branch;Syifa Wijaya;Asep Aziz
Paint Roller;Ace Oldfields;Paint Accessory;Piece;16;25000;400000;IDR;29/12/2022 15:45;Pickup;Surabaya;Branch;Ferry Tanuwijaya;Agus Cahyadi
Squat Toilet;INA;Sanitary;Piece;15;300000;4500000;IDR;30/07/2021 14:36;Pickup;Jakarta;Branch;Nina Shihab;Erinna Elsa Elizha
Electrical Cable;Supreme;Electrical;Meter;18;5000;90000;IDR;01/02/2023 8:30;Pickup;Bandung;Branch;Erna Syaiban;Anwar Arif Akhtar
Wash Basin (Sink);TOTO;Sanitary;Piece;22;600000;13200000;IDR;08/08/2022 12:15;Delivery;Jakarta;Branch;Nina Kusuma;Erinna Elsa Elizha
Gypsum Board;Jayaboard;Ceiling;Sheet;46;60000;2760000;IDR;07/05/2024 9:08;Delivery;Surabaya;Branch;Agus Tanuwijaya;Isabell Inaya
Gypsum Board;Jayaboard;Ceiling;Sheet;27;60000;1620000;IDR;11/04/2022 11:44;Pickup;Surabaya;Branch;Asep Wijaya;Zahra Jasmine
Gresik 50 kg;Gresik;Cement;Sack;19;70000;1330000;IDR;17/04/2020 17:40;Delivery;Denpasar;Branch;Azahra Wijaya;Ibrahim Iman
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;41;50000;2050000;IDR;11/03/2023 9:01;Pickup;Tasikmalaya;Head Office;Agus Jayawardana;Atyla Azfa
Power Outlet;Panasonic;Electrical;Piece;32;20000;640000;IDR;03/09/2020 9:08;Pickup;Jayapura;Branch;Maya Ubaid;Latifa Laila
Granite Tile;Indogress;Tile;Box;38;150000;5700000;IDR;18/10/2022 12:41;Delivery;Bandung;Branch;Erna Wijaya;Anwar Arif Akhtar
Gypsum Board;Jayaboard;Ceiling;Sheet;35;60000;2100000;IDR;11/08/2022 11:40;Pickup;Jakarta;Branch;Nina Shihab;Ahmad Adam
Granite Tile;Indogress;Tile;Box;18;150000;2700000;IDR;10/03/2021 9:57;Delivery;Jakarta;Branch;Maya Ubaid;Fiona Gianna
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;29;50000;1450000;IDR;14/01/2021 11:29;Pickup;Surabaya;Branch;Ferry Jayawardana;Isabell Inaya
Rebar 6mm;Krakatau Steel;Steel;Meter;3;15000;45000;IDR;15/09/2020 17:22;Delivery;Medan;Branch;Ferry Tanuwijaya;Chairil Dhaifullah
Water Tank;Penguin;Plumbing;Piece;34;1500000;51000000;IDR;06/10/2020 11:15;Delivery;Tasikmalaya;Head Office;Agung Wijaya;Al Harits
Trowel;Lippro;Tool;Piece;21;25000;525000;IDR;08/09/2022 12:47;Delivery;Jayapura;Branch;Syifa Thalib;Faiz Fadlurrahman
Tile Grout;Sika;Mortar;Sack;45;45000;2025000;IDR;29/03/2024 15:31;Delivery;Jakarta;Branch;Syifa Tanuwijaya;Fiona Gianna
Granite Tile;Indogress;Tile;Box;42;150000;6300000;IDR;12/10/2023 8:07;Delivery;Medan;Branch;Azahra Tanuwijaya;Chairil Dhaifullah
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;1;350000;350000;IDR;26/11/2020 8:39;Pickup;Bandung;Branch;Tono Pahlevi;Harum Hafsa
Wheelbarrow;Artco;Tool;Piece;47;450000;21150000;IDR;17/12/2021 17:26;Delivery;Tasikmalaya;Head Office;Hendra Ubaid;Ayu Putri Avicenna
River Stone;Unbranded;Stone;Cubic Meter;46;330000;15180000;IDR;10/10/2023 10:35;Delivery;Tasikmalaya;Head Office;Azahra Wijaya;Naura Aliya Lestari
Concrete Roof Tile;Monier;Roof Covering;Piece;14;3500;49000;IDR;23/05/2023 12:59;Pickup;Medan;Branch;Ananda Wijaya;Chairil Dhaifullah
PVC Pipe;Wavin;Plumbing;Meter;41;15000;615000;IDR;28/08/2020 14:31;Pickup;Jakarta;Branch;Erna Syaiban;Fiona Gianna
PVC Pipe;Rucika;Plumbing;Meter;31;16000;496000;IDR;05/04/2024 14:59;Pickup;Medan;Branch;Tono Syaiban;Chairil Dhaifullah
Tiga Roda 40 kg;Tiga Roda;Cement;Sack;14;64000;896000;IDR;17/11/2021 13:13;Pickup;Tasikmalaya;Head Office;Aleena Malaka;Al Harits
Rebar 8mm;Master Steel;Steel;Meter;33;20000;660000;IDR;02/11/2023 13:44;Pickup;Tasikmalaya;Head Office;Saiful Shihab;Al Harits
Lamp Bulb;Philips;Electrical;Piece;8;15000;120000;IDR;14/01/2020 9:39;Pickup;Jayapura;Branch;Hendra Ubaid;Marshanda Maharani
Gresik 50 kg;Gresik;Cement;Sack;42;70000;2940000;IDR;18/12/2023 13:02;Delivery;Surabaya;Branch;Asep Syaiban;Burhan Bakhtiar
Wash Basin (Sink);TOTO;Sanitary;Piece;48;600000;28800000;IDR;04/04/2022 16:01;Delivery;Medan;Branch;Melania Tanuwijaya;Kayla Kiki Lena
Lamp Bulb;Philips;Electrical;Piece;43;15000;645000;IDR;22/03/2024 8:45;Delivery;Jakarta;Branch;Erna Shihab;Fiona Gianna
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;45;76000;3420000;IDR;18/01/2022 16:09;Delivery;Tasikmalaya;Head Office;Ferry Kusuma;Ayu Putri Avicenna
Shovel;Camel;Tool;Piece;38;75000;2850000;IDR;19/03/2021 15:52;Delivery;Surabaya;Branch;Azahra Jayawardana;Agus Cahyadi
Door Hinge;Belleza;Lock Accessory;Pair;18;30000;540000;IDR;01/04/2020 13:38;Delivery;Jakarta;Branch;Ayu Ubaid;Fiona Gianna
Sandpaper;Taiyo;Paint Accessory;Piece;45;5000;225000;IDR;14/01/2020 9:27;Pickup;Bandung;Branch;Saiful Ubaid;Harum Hafsa
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;34;76000;2584000;IDR;08/05/2021 15:54;Delivery;Jakarta;Branch;Ananda Pahlevi;Muhammad Fikru
Rebar 8mm;Master Steel;Steel;Meter;34;20000;680000;IDR;07/11/2024 14:26;Pickup;Jakarta;Branch;Kayla Jayawardana;Ahmad Adam
Granite Tile;Indogress;Tile;Box;28;150000;4200000;IDR;09/10/2024 13:37;Pickup;Tasikmalaya;Head Office;Ananda Thalib;Atyla Azfa
Concrete Roof Tile;Monier;Roof Covering;Piece;21;3500;73500;IDR;09/01/2020 13:35;Delivery;Surabaya;Branch;Hendra Thalib;Isabell Inaya
GRC Board;KalsiBoard;Ceiling;Sheet;19;70000;1330000;IDR;15/11/2023 12:16;Delivery;Tasikmalaya;Head Office;Aleena Jayawardana;Naura Aliya Lestari
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;48;350000;16800000;IDR;27/03/2024 17:09;Delivery;Tasikmalaya;Head Office;Ferry Wijaya;Ayu Putri Avicenna
Skim Coat (Wall Putty);Drymix;Mortar;Sack;19;55000;1045000;IDR;08/06/2020 16:24;Pickup;Denpasar;Branch;Asep Tanuwijaya;Nina Octavia
PVC Pipe;Rucika;Plumbing;Meter;20;16000;320000;IDR;29/10/2022 16:11;Delivery;Jakarta;Branch;Nina Wijaya;Muhammad Fikru
Ceramic Tile;Roman;Tile;Box;24;75000;1800000;IDR;15/07/2022 8:47;Delivery;Tasikmalaya;Head Office;Saiful Jayawardana;Ayu Putri Avicenna
Paint Brush;Eterna;Paint Accessory;Piece;49;15000;735000;IDR;23/10/2024 9:07;Delivery;Tasikmalaya;Head Office;Tono Tanuwijaya;Ayu Putri Avicenna
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;48;350000;16800000;IDR;21/11/2023 10:08;Delivery;Bandung;Branch;Aleena Kusuma;Hera Harsha
Rebar 10mm;Gunung Steel;Steel;Meter;11;25000;275000;IDR;01/01/2024 14:28;Delivery;Jayapura;Branch;Syifa Pahlevi;Fauzi Ghaffar
Hoe;Camel;Tool;Piece;41;80000;3280000;IDR;29/10/2021 8:24;Pickup;Jayapura;Branch;Melania Tanuwijaya;Faiz Fadlurrahman
PVC Pipe;Rucika;Plumbing;Meter;45;16000;720000;IDR;29/10/2020 16:13;Delivery;Surabaya;Branch;Saiful Shihab;Isabell Inaya
Clay Roof Tile;Kanmuri;Roof Covering;Piece;1;2000;2000;IDR;31/08/2020 9:21;Delivery;Jakarta;Branch;Saiful Malaka;Muhammad Fikru
Plastering Float;Lippro;Tool;Piece;48;30000;1440000;IDR;08/12/2020 14:36;Pickup;Tasikmalaya;Head Office;Saiful Shihab;Al Harits
Measuring Tape;Stanley;Tool;Piece;49;30000;1470000;IDR;11/12/2021 11:26;Delivery;Denpasar;Branch;Erna Kusuma;Ibrahim Iman
Electrical Cable;Supreme;Electrical;Meter;6;5000;30000;IDR;15/09/2021 16:40;Delivery;Medan;Branch;Melania Tanuwijaya;Chairil Dhaifullah
Electrical Cable;Supreme;Electrical;Meter;24;5000;120000;IDR;10/12/2021 15:38;Delivery;Medan;Branch;Tono Shihab;Kayla Kiki Lena
Asbestos Sheet;Djabesmen;Roof Covering;Meter;47;60000;2820000;IDR;17/10/2022 17:32;Delivery;Denpasar;Branch;Agus Shihab;Ibrahim Iman
Hoe;Camel;Tool;Piece;18;80000;1440000;IDR;12/11/2022 12:42;Delivery;Jakarta;Branch;Asep Shihab;Fiona Gianna
Holcim 50 kg;Holcim;Cement;Sack;36;68000;2448000;IDR;06/09/2024 8:21;Pickup;Surabaya;Branch;Nina Ubaid;Burhan Bakhtiar
Paint Roller;Ace Oldfields;Paint Accessory;Piece;12;25000;300000;IDR;15/08/2024 11:23;Delivery;Bandung;Branch;Aleena Wijaya;Anwar Arif Akhtar
Concrete Sand;Unbranded;Sand;Cubic Meter;8;300000;2400000;IDR;30/08/2023 16:04;Pickup;Jakarta;Branch;Maya Tanuwijaya;Fiona Gianna
Timber Roof Frame;Unbranded;Roof Frame;Meter;28;30000;840000;IDR;15/05/2024 15:02;Pickup;Surabaya;Branch;Azahra Shihab;Zahra Jasmine
Lamp Bulb;Philips;Electrical;Piece;50;15000;750000;IDR;11/08/2022 12:14;Delivery;Medan;Branch;Ferry Pahlevi;Kayla Kiki Lena
Sitting Toilet;TOTO;Sanitary;Piece;49;1200000;58800000;IDR;31/01/2023 13:19;Pickup;Jakarta;Branch;Azahra Shihab;Fiona Gianna
Holcim 40 kg;Holcim;Cement;Sack;10;56000;560000;IDR;10/03/2022 8:04;Delivery;Surabaya;Branch;Asep Malaka;Burhan Bakhtiar
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;49;15000;735000;IDR;02/05/2024 8:36;Delivery;Medan;Branch;Azahra Shihab;Chairil Dhaifullah
Plastering Float;Lippro;Tool;Piece;14;30000;420000;IDR;16/12/2020 15:16;Pickup;Jakarta;Branch;Ayu Syaiban;Erinna Elsa Elizha
Squat Toilet;INA;Sanitary;Piece;3;300000;900000;IDR;11/09/2023 16:09;Pickup;Jakarta;Branch;Syifa Wijaya;Fiona Gianna
PVC Door;Maspion;Door;Piece;26;350000;9100000;IDR;01/02/2022 15:36;Delivery;Jakarta;Branch;Wawan Syaiban;Muhammad Fikru
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;29;350000;10150000;IDR;31/01/2023 8:17;Pickup;Denpasar;Branch;Ananda Pahlevi;Nina Octavia
Wash Basin (Sink);TOTO;Sanitary;Piece;42;600000;25200000;IDR;25/06/2020 12:36;Pickup;Jakarta;Branch;Saiful Kusuma;Muhammad Fikru
Shower;American Standard;Sanitary;Set;1;200000;200000;IDR;15/02/2022 13:23;Pickup;Medan;Branch;Wawan Syaiban;Ehsan Aziz
Squat Toilet;INA;Sanitary;Piece;42;300000;12600000;IDR;26/04/2023 16:11;Pickup;Tasikmalaya;Head Office;Agus Shihab;Al Harits
Skim Coat (Wall Putty);Drymix;Mortar;Sack;26;55000;1430000;IDR;10/02/2024 13:31;Pickup;Bandung;Branch;Kayla Pahlevi;Anwar Arif Akhtar
Rebar 6mm;Krakatau Steel;Steel;Meter;42;15000;630000;IDR;05/05/2020 17:15;Pickup;Bandung;Branch;Tono Kusuma;Anwar Arif Akhtar
Gypsum Board;Jayaboard;Ceiling;Sheet;43;60000;2580000;IDR;03/06/2021 9:44;Delivery;Tasikmalaya;Head Office;Melania Thalib;Atyla Azfa
Wash Basin (Sink);TOTO;Sanitary;Piece;16;600000;9600000;IDR;25/06/2021 12:09;Delivery;Surabaya;Branch;Ananda Jayawardana;Agus Cahyadi
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;50;45000;2250000;IDR;28/02/2024 9:29;Delivery;Medan;Branch;Asep Shihab;Chairil Dhaifullah
Metal Roof Tile;Multi Roof;Roof Covering;Piece;42;5000;210000;IDR;14/06/2021 8:40;Delivery;Bandung;Branch;Asep Shihab;Anwar Arif Akhtar
Steel Door;WINA;Door;Piece;46;700000;32200000;IDR;28/08/2020 10:34;Pickup;Tasikmalaya;Head Office;Ayu Tanuwijaya;Al Harits
Screwdriver Set;Tekiro;Tool;Set;36;40000;1440000;IDR;23/11/2020 13:40;Pickup;Jakarta;Branch;Erna Thalib;Ahmad Adam
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;37;45000;1665000;IDR;16/04/2022 10:42;Delivery;Jayapura;Branch;Asep Shihab;Faiz Fadlurrahman
Door Hinge;Belleza;Lock Accessory;Pair;5;30000;150000;IDR;14/11/2024 17:40;Pickup;Tasikmalaya;Head Office;Saiful Wijaya;Ayu Putri Avicenna
Wash Basin (Sink);TOTO;Sanitary;Piece;18;600000;10800000;IDR;23/03/2020 15:24;Pickup;Jayapura;Branch;Ayu Thalib;Marshanda Maharani
Power Outlet;Panasonic;Electrical;Piece;8;20000;160000;IDR;16/12/2020 11:26;Delivery;Denpasar;Branch;Agung Tanuwijaya;Ilyas Jabar
Concrete Roof Tile;Monier;Roof Covering;Piece;11;3500;38500;IDR;13/11/2021 9:32;Delivery;Tasikmalaya;Head Office;Hendra Tanuwijaya;Naura Aliya Lestari
PVC Pipe;Wavin;Plumbing;Meter;22;15000;330000;IDR;06/11/2024 10:25;Delivery;Medan;Branch;Hendra Pahlevi;Kayla Kiki Lena
Hammer;Lippro;Tool;Piece;41;50000;2050000;IDR;19/10/2021 12:15;Delivery;Tasikmalaya;Head Office;Tono Shihab;Naura Aliya Lestari
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;44;50000;2200000;IDR;03/08/2023 9:16;Pickup;Jayapura;Branch;Ferry Wijaya;Marshanda Maharani
Concrete Roof Tile;Monier;Roof Covering;Piece;37;3500;129500;IDR;17/06/2021 17:33;Delivery;Bandung;Branch;Erna Kusuma;Harum Hafsa
Plastering Float;Lippro;Tool;Piece;31;30000;930000;IDR;30/01/2021 13:55;Pickup;Jakarta;Branch;Tono Pahlevi;Erinna Elsa Elizha
Conduit Pipe;Clipsal;Electrical;Meter;4;7000;28000;IDR;11/03/2024 10:05;Pickup;Surabaya;Branch;Saiful Syaiban;Burhan Bakhtiar
PVC Pipe;Wavin;Plumbing;Meter;45;15000;675000;IDR;25/04/2023 17:37;Pickup;Bandung;Branch;Ayu Syaiban;Asep Aziz
GRC Board;KalsiBoard;Ceiling;Sheet;9;70000;630000;IDR;28/04/2020 9:54;Delivery;Surabaya;Branch;Ayu Syaiban;Zahra Jasmine
Concrete Sand;Unbranded;Sand;Cubic Meter;12;300000;3600000;IDR;11/10/2023 9:07;Pickup;Jakarta;Branch;Wawan Wijaya;Erinna Elsa Elizha
Door Lock;Solid;Lock;Set;41;100000;4100000;IDR;12/08/2021 12:46;Pickup;Jayapura;Branch;Tono Wijaya;Fauzi Ghaffar
Shower;American Standard;Sanitary;Set;19;200000;3800000;IDR;20/09/2024 12:05;Delivery;Surabaya;Branch;Maya Malaka;Isabell Inaya
Screwdriver Set;Tekiro;Tool;Set;1;40000;40000;IDR;21/11/2020 12:24;Pickup;Medan;Branch;Hendra Malaka;Kezia Karen
Paint Brush;Eterna;Paint Accessory;Piece;30;15000;450000;IDR;04/12/2021 17:26;Delivery;Surabaya;Branch;Ferry Wijaya;Burhan Bakhtiar
Water Tank;Penguin;Plumbing;Piece;48;1500000;72000000;IDR;08/02/2022 15:14;Delivery;Bandung;Branch;Tono Ubaid;Asep Aziz
Steel Door;WINA;Door;Piece;16;700000;11200000;IDR;09/02/2022 11:48;Pickup;Medan;Branch;Erna Wijaya;Kayla Kiki Lena
Clay Roof Tile;Kanmuri;Roof Covering;Piece;15;2000;30000;IDR;21/02/2020 12:49;Pickup;Jakarta;Branch;Ayu Syaiban;Erinna Elsa Elizha
Wheelbarrow;Artco;Tool;Piece;1;450000;450000;IDR;18/11/2023 15:01;Pickup;Bandung;Branch;Budi Ubaid;Harum Hafsa
Wheelbarrow;Artco;Tool;Piece;30;450000;13500000;IDR;12/09/2023 17:40;Delivery;Bandung;Branch;Melania Ubaid;Hera Harsha
Hammer;Lippro;Tool;Piece;30;50000;1500000;IDR;19/02/2024 11:01;Delivery;Denpasar;Branch;Wawan Tanuwijaya;Ibrahim Iman
Wall Putty (Filler);Matex;Paint Accessory;Kg;13;20000;260000;IDR;16/06/2020 13:29;Delivery;Denpasar;Branch;Saiful Wijaya;Permata Qaila
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;49;90000;4410000;IDR;21/07/2022 13:34;Delivery;Bandung;Branch;Ayu Jayawardana;Harum Hafsa
Concrete Roof Tile;Monier;Roof Covering;Piece;1;3500;3500;IDR;05/07/2022 10:26;Pickup;Tasikmalaya;Head Office;Tono Shihab;Al Harits
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;50;50000;2500000;IDR;05/08/2024 10:23;Pickup;Bandung;Branch;Saiful Kusuma;Anwar Arif Akhtar
Clay Roof Tile;Kanmuri;Roof Covering;Piece;26;2000;52000;IDR;13/05/2022 12:05;Pickup;Bandung;Branch;Hendra Pahlevi;Harum Hafsa
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;40;45000;1800000;IDR;06/07/2024 11:39;Delivery;Jakarta;Branch;Ayu Tanuwijaya;Erinna Elsa Elizha
Shower;American Standard;Sanitary;Set;16;200000;3200000;IDR;20/11/2023 13:31;Pickup;Jayapura;Branch;Ferry Jayawardana;Fauzi Ghaffar
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;30;76000;2280000;IDR;26/01/2021 17:26;Delivery;Denpasar;Branch;Erna Pahlevi;Ilyas Jabar
Water Tank;Penguin;Plumbing;Piece;33;1500000;49500000;IDR;29/05/2021 15:07;Pickup;Tasikmalaya;Head Office;Agung Tanuwijaya;Atyla Azfa
Tile Adhesive Mortar;AM;Mortar;Sack;50;60000;3000000;IDR;17/02/2020 11:21;Delivery;Jayapura;Branch;Maya Thalib;Marshanda Maharani
River Stone;Unbranded;Stone;Cubic Meter;16;330000;5280000;IDR;29/11/2021 12:51;Delivery;Surabaya;Branch;Tono Shihab;Isabell Inaya
Timber Roof Frame;Unbranded;Roof Frame;Meter;26;30000;780000;IDR;25/03/2024 8:22;Pickup;Jayapura;Branch;Aleena Pahlevi;Faiz Fadlurrahman
Plastering Float;Lippro;Tool;Piece;1;30000;30000;IDR;11/01/2024 15:56;Pickup;Surabaya;Branch;Melania Pahlevi;Agus Cahyadi
Wall Putty (Filler);Matex;Paint Accessory;Kg;7;20000;140000;IDR;18/10/2022 13:09;Delivery;Jakarta;Branch;Syifa Thalib;Erinna Elsa Elizha
Spirit Level;Krisbow;Tool;Piece;19;65000;1235000;IDR;08/11/2024 14:19;Delivery;Tasikmalaya;Head Office;Syifa Shihab;Naura Aliya Lestari
Tile Grout;Sika;Mortar;Sack;9;45000;405000;IDR;26/09/2022 17:07;Pickup;Jayapura;Branch;Maya Wijaya;Faiz Fadlurrahman
Metal Roof Tile;Multi Roof;Roof Covering;Piece;15;5000;75000;IDR;02/03/2020 10:05;Pickup;Medan;Branch;Agung Malaka;Kayla Kiki Lena
Door Handle;Belleza;Lock Accessory;Piece;3;50000;150000;IDR;22/02/2020 17:29;Delivery;Jakarta;Branch;Agung Kusuma;Muhammad Fikru
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;46;50000;2300000;IDR;22/10/2024 16:00;Pickup;Jayapura;Branch;Hendra Jayawardana;Latifa Laila
Door Hinge;Belleza;Lock Accessory;Pair;41;30000;1230000;IDR;11/04/2020 13:22;Pickup;Jakarta;Branch;Nina Jayawardana;Muhammad Fikru
Tiga Roda 40 kg;Tiga Roda;Cement;Sack;36;64000;2304000;IDR;05/09/2023 9:38;Pickup;Jakarta;Branch;Budi Pahlevi;Ahmad Adam
Sandpaper;Taiyo;Paint Accessory;Piece;2;5000;10000;IDR;25/09/2020 13:35;Delivery;Jakarta;Branch;Syifa Thalib;Fiona Gianna
Formwork Board (Shuttering);Unbranded;Wood;Piece;4;30000;120000;IDR;04/09/2021 8:05;Delivery;Bandung;Branch;Agus Kusuma;Anwar Arif Akhtar
Masonry Sand;Unbranded;Sand;Cubic Meter;20;250000;5000000;IDR;18/10/2022 13:43;Pickup;Jakarta;Branch;Azahra Tanuwijaya;Ahmad Adam
